都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
472018,,沖縄県,那覇市,ホウオン,,,那覇市 おもろまち1-5-26,,26.2223643,127.6936278,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,辻の屋,,,那覇市 おもろまち4-17-9,2F,26.2257249,127.6975636,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,グリル銀次 新都心店,,,那覇市 おもろまち4-6-24,おもろまちDreamBuilding,26.226842,127.696463,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,DFS沖縄,,,那覇市 おもろまち4-1,,26.2230667,127.6972666,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ジャンボおもろ店,,,那覇市 おもろまち2-5-36,,26.2260011,127.6924031,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,フジカラーパレットプラザ 那覇メインプレイス店,,,那覇市 おもろまち4-4-9,那覇メインプレイス 1F,26.225526,127.695312,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,エディオン 那覇メインプレイス店,,,那覇市 おもろまち4-4-9,,26.2255718,127.6956935,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,炭火屋居酒屋しゃらく,,,那覇市 おもろまち4-7-26,kudaおもろまちビル,26.2262515,127.6971559,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,海人の店 大安丸 新都心店,,,那覇市 おもろまち4-17-19,SOPHIABLDG,26.225104,127.6981558,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ビーパル,,,那覇市 おもろまち4-7-1,,26.225914,127.696907,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ヤスダ総合保険,,,那覇市 おもろまち3-6-7,メゾン伊吹,26.2302544,127.694391,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,RYUKYU KINGDOM ZIPANG,,,那覇市 おもろまち4-7-26,kudaおもろまちビル,26.226257,127.697131,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,JTB沖縄,,,那覇市 おもろまち4-19-30,,,,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ShanZe おもろ店,,,那覇市 おもろまち4-12-1,,26.2272429,127.6989482,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ガスト 那覇おもろまち店,,,那覇市 おもろまち3-3-1,,26.2286497,127.6917379,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,あぶり焼 備長,,,那覇市 上之屋1-20-9,オーシャンビル,26.2294752,127.6866056,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,Lino Lino,,,那覇市 上之屋1-18-15,アイワテラス,26.2299895,127.6885432,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,魚菜南琉 Bar・de・mer,,,那覇市 泊2-15-6,,26.2259693,127.6859302,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
