都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
270008,,大阪府,,公益財団法人　大阪国際交流センター,,Osaka International House Foundation,大阪府大阪市天王寺区上本町 ８丁目２－６ 大阪国際交流センター１階,,34.6618828,135.5177569,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,玄品ふぐ吹田の関,,Genpinfugu Suitanoseki Restaurant,大阪府吹田市片山町 ３丁目１５‐１８ サンクレオビル１Ｆ,,34.7654878,135.5218589,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ハイブリッド,,Hybrid Motorbike Shop,大阪府河内長野市石仏 ９０２‐１,,34.4252106,135.5724947,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,カラオケマドンナ,,Karaoke Madonna,大阪府大阪市東住吉区湯里 ６丁目６‐８ カラオケＢＯＸマドンナ,,34.609495,135.5401808,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,アイル・ペットショップ,,Airu Pet Shop,大阪府阪南市下出 ７４‐１,,34.3581161,135.2429511,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社マツサカ自動車整備工場,,Matsusaka Jidosha Auto Repair Co.CANMA Ltd.,大阪府泉北郡　忠岡町新浜 ２丁目５‐７２,,34.5024408,135.3791478,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ｓｈａｒｅ,,share Beauty Parlor,大阪府門真市新橋町 ３‐１ 門真プラザ　１０１号,,34.7379364,135.5837886,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,モイスティーヌ心斎橋サロンＲｅメイク,,Moistean Shinsaibashi Salon Remake,大阪府大阪市中央区西心斎橋 １丁目１‐１１ 心斎橋西ビル　５０２号,,34.6748286,135.4997467,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,クロカワ歯科,,Kurokawa Dental Clinic,大阪府大阪市平野区加美東 ３丁目９‐２５,,34.6316653,135.5737933,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,八風亭,,Happutei Izakaya,大阪府堺市堺区中瓦町 １丁３－８ 居酒屋八風亭,,34.5753061,135.4819036,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,もつなべや　難波店,,Motsunabeya Hotpot Restaurant - Nanba Store,大阪府大阪市中央区千日前 １－７－１１ 上方ビル１階,,34.6681575,135.5034719,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ミノオ―カジカソウ（ＭＩＮＯＨ―ＫＡＪＩＫＡＳＯＵ）,,Minoh Kajikasou House,大阪府箕面市箕面 １－６－６,,34.8371644,135.4684072,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ｂｉ．ｇｒａｃｅ,,Bi. Grace Nail Salon,大阪府大阪市中央区南船場 ４－１１－１７ 船場ＭＫビル９Ｆ,,34.6761567,135.4983242,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,銀平,,Ginpei Restaurant,大阪府大阪市北区大深町 ４－２０ グランフロント南館８Ｆ,,34.7039578,135.4948522,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,菱富,,Hishitomi Restaurant,大阪府大阪市中央区宗右衛門町 ７－６,,34.6692964,135.5017883,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,高橋矯正歯科クリニック,,Takahashi Orthodontist Clinic,大阪府八尾市光町 １丁目６４ 岡田ビル４階,,34.6303739,135.6042439,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ゆずりは鍼灸整骨院,,Yuzuriha AcupunctureCANMA Moxibustion and Osteopathic Clinic,大阪府大阪市中央区北浜３丁目 ３‐１６ ザエモンビル２０１号,,34.6910464,135.5035436,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,レストランＭａｋｉｙａ,,Restaurant Makiya,大阪府和泉市寺門町 ７０‐４ とみお中央店　２階,,34.4783836,135.4320908,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,理容ミナセ,,Barber Minase,大阪府三島郡　島本町水無瀬１丁目 １６‐３,,34.8790217,135.6686417,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,乙画廊,,Oto Gallery,大阪府大阪市北区西天満 ２丁目８‐１ 大江ビル　１０１号,,34.6961203,135.5024764,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,関西日仏自動車株式会社プジョー東大阪,,Kansai Japan France Auto Co.CANMA Ltd. Peugeot Higashi Osaka,大阪府東大阪市川俣 １丁目５‐３５,,34.6790597,135.5745561,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,サウスオールシティ共用棟,,South All City Communal Building,大阪府堺市西区鳳南町 ３丁１９９－１ サウスオールシティ共用棟１階エントランスホール,,34.5265417,135.4571931,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,牧村鍼灸整骨院,,Makimura acupuncture and moxibustion therapy,大阪府大阪市天王寺区勝山 ２丁目２‐７,,34.6538367,135.5226808,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,たべてや一得福島店,,Tabeteya Ittoku Japanese Restaurant Fukushima Store,大阪府大阪市北区大淀南 ３丁目２‐４,,34.7000947,135.4834342,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社田中自動車整備工場,,Tanaka Jidosha Seibi Co.CANMA Ltd. Car Repair,大阪府大阪市　大正区南恩加島 ５丁目２‐１０,,34.6412875,135.4690233,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,よしはら歯科医院,,Yoshihara Dental Clinic,大阪府茨木市元町 ５‐８ 北野ビル１階,,34.8180969,135.5706797,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ＢｏｄｙＣａｒｅ寛和堂,,Body Care Kanwado Chiropractic Clinic,大阪府池田市畑 １丁目５‐２９,,34.8235628,135.4464903,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,スタジオシティ,,Beauty Salon Studio City,大阪府門真市江端町 １２‐１６ 三和ハイツ１階,,34.7213281,135.6185269,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,プレミアムクリームチーズケーキ・ハートフル,,Heartful Premium Cream Cheese Cake Shop,大阪府箕面市西宿 ３丁目１６‐１ 西宿ファミリーハイツ１階Ａ号,,34.8279556,135.4967419,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,有限会社樋口酒店,,Higuchi Saketen Co.CANMA Ltd.,大阪府箕面市箕面 １丁目１‐３７,,34.8359767,135.4683825,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,じゃんとぴあニュー本町,,Jantopia new Honmachi Mahjong,大阪府大阪市中央区南本町 １丁目３‐９ サンコービル船場　地下１階,,34.6822914,135.5089853,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社フォトサロンせきのＳ,,Photo Salon Sekino S Co.CANMA Ltd.,大阪府箕面市西小路 ５丁目４‐２ オフィスワイ５階,,34.8258606,135.4693519,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ＢＣオートベース,,B.C. Auto Base Automobile Shop,大阪府箕面市粟生外院 ６丁目２‐４０,,34.84334,135.5022906,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,二輪処ＳＡＧＡ屋,,Nirindokoro SAGAya Motorcycle Shop,大阪府大阪市阿倍野区昭和町 ３丁目８‐１ 昭和町サンライズ石橋１階,,34.6272956,135.5161828,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ＧＥＴ１,,Motor Cycle Shop GET1,大阪府門真市四宮 ５丁目１１‐２７,,34.7318211,135.6165881,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,富田林市農業公園　にこにこ市場,,Tondabayasi City Agricultural Park Nikoniko Mart,大阪府富田林市甘南備 ２３００,,34.4580961,135.6085169,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,東岸和田薬局,,Higashikishiwada Pharmacy,大阪府岸和田市土生町 ８丁目１４‐２５,,34.4435619,135.3904558,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,名神自工株式会社,,Meishin Jikou Motors Co.CANMA Ltd.,大阪府高槻市千代田町 ５‐１,,34.8516419,135.6313069,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ｐｏｍｕ―ｔａ,,Pomu-ta Dining,大阪府豊中市城山町 １丁目１０‐１８ グリーンハイツＩＩ　１０５号,,34.7710164,135.4773883,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,お好み焼き　ＡｒＡｋＡ　北浜店,,Okonomiyaki Restaurant ArAkA Kitahama Store,大阪府大阪市中央区高麗橋 １丁目５－１４ メゾンドール高麗橋１０１号,,34.6896825,135.5076878,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,大喜鮓本店,,Daiki Sushi Main Store,大阪府大阪市中央区西心斎橋 ２丁目４－８ 大喜ビル９階　大喜鮓本店様方,,34.6695575,135.4996744,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社アートプレス川野,,Art press Kawano Co.CANMA Ltd.,大阪府大阪市東淀川区下新庄 ５－６－４３,,34.7455983,135.5230314,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,多田薬局,,Drug Store Tada,大阪府守口市大枝東町 １３‐３,,34.7343342,135.5676344,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,Ｇｒａｃｅ,,Grace,大阪府箕面市小野原西 １－２－２０ 田宮ハイツ１０２号,,34.8353994,135.5152897,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ｇｌｕｅ,,Hair Space glue,大阪府岸和田市箕土路町 １丁目２‐１１,,34.4726942,135.4048347,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,焼肉まるしま西本町店,,Yakiniku Murushima Restaurant Nishi Honmachi Store,大阪府大阪市　西区西本町 １丁目６‐９ 川田ビル１階,,34.6827942,135.4962611,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,チャーリーブラウン美容室,,Beauty Salon charly-brown,大阪府大阪市　都島区都島本通 ３丁目２５‐７ 都島コーポ２号,,34.7082172,135.5283353,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,美容室モルガン,,Beauty Salon Morgan,大阪府門真市千石東町 ２‐５－２号,,34.7265886,135.6088064,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ＨＡＩＲ・ＭＡＫＥ・ＳＷＥＬＬ,,HAIR MAKE SWELL,大阪府大阪市中央区南船場 ４丁目４‐１７ エンシンビル６Ｆ,,34.6757508,135.4995631,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,オゼルブ,,Aux Herbs Restaurant,大阪府富田林市藤沢台 ６丁目２‐８ サンライズ藤沢Ｂ棟１階,,34.5064342,135.5729906,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社　銀河,,Ginga Co.CANMA Ltd.,大阪府豊中市刀根山 ２丁目１‐４３,,34.7945892,135.4592372,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,黒毛和牛田蔵,,Kuroge Wagyu Tagura Yakiniku Restaurant,大阪府枚方市牧野阪 ２丁目５‐２１ 岡部ビル１階,,34.8437792,135.6669986,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,彩菜,,Ayana Shabu Shabu Restaurant,大阪府大阪市住吉区帝塚山中 ３－８－３０,,34.6204931,135.5005203,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,シューティングジム大阪,,Mixed Martial Arts Shooting Gym Osaka,大阪府大阪市淀川区西中島１丁目 １１‐９ 恒徳ビル３階,,34.7237361,135.4992617,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,トレーゼ,,La Pizzeria TORREZE,大阪府大阪市中央区東心斎橋 ２丁目７‐１ 高松東心斎橋ビル１階,,34.6709844,135.5031631,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,アンシェリール,,Barbar Uncherir,大阪府泉南郡田尻町吉見 ６０２‐１ シンセーロ吉見１０１号,,34.3913436,135.2889458,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,えんよ整骨院,,Enyo Osteopathic Clinic,大阪府泉佐野市高松南 １丁目２‐８ レーヌ泉佐野１０２号,,34.4029125,135.3129969,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ポーパッズペット,,Pet Shop Paw Pats Pet,大阪府吹田市江坂町３丁目 ２－１０,,34.7644092,135.4957017,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,赤塚ビジネス株式会社　本社,,Akatsuka Business Co.CANMA Ltd. Head office,大阪府東大阪市徳庵本町 ７‐２５ 赤塚ビジネス株式会社,,34.6958047,135.5826169,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ドゥワ・ド・フェ,,Doigt de fee Beauty Salon,大阪府東大阪市鴻池元町 １０‐２７ 藤楓アビタシオン１０５号,,34.6972944,135.6020286,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,鮓なか尾,,Sushi Nakao Restaurant,大阪府大阪市北区曾根崎新地 １丁目２－５ シルバービル１階　鮓なか尾様方,,34.6970478,135.4982375,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,福太郎整骨院,,Fukutaro Osteopathic Clinic,大阪府大阪市住吉区苅田 ３丁目２‐１８ スカイハイム大喜１階,,34.6025678,135.5175194,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,らかん,,Rakan Restaurant,大阪府堺市堺区竜神橋町 １丁６‐２ グレース堺１階,,34.5798492,135.4670156,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,清水石油株式会社,,Shimizu Sekiyu Co.CANMA Ltd. Gas Station,大阪府大阪市住吉区沢之町 ２丁目４‐３２,,34.6019119,135.4997456,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ドルフィンズ梅田店,,Dolphins Umeda Beer Restaurant,大阪府大阪市北区芝田 １丁目５‐２ 大和ビル１階,,34.7062664,135.4974122,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,珈琲館　北巽店,,Coffee kan Kitatatsumi Store,大阪府大阪市生野区巽北 ３丁目１５‐２４ 豊都ビル１０１号,,34.6535311,135.5547369,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,株式会社ドーモラボ,,domolabo Co.CANMA Ltd.,大阪府大阪市中央区難波千日前 ８－２２,,34.6639964,135.5036414,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,井上自転車商会,,Inoue Bicycle Store,大阪府大阪市淀川区加島 ３丁目５‐２８,,34.7296594,135.4570439,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ハイスタンダード,,High Standard Deserts,大阪府枚方市南楠葉 １丁目３‐１２ 畑仲ビル１０２号,,34.860835,135.6817275,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,相互商会,,Sogo Shokai Kitchenware,大阪府大阪市中央区難波千日前 １４－５,,34.6638603,135.5034442,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,普通の食堂　いわま,,Futsu no Shokudo Iwama Restaurant,大阪府大阪市中央区難波千日前 ９番１２号 千日前セントラル第三ビル１Ｆ,,34.6642406,135.5035081,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,えがおＤｅ薬局江坂店,,Egao de Pharmacy Esaka Shop,大阪府吹田市豊津町 １－２１ 江坂中央ビル１階,,34.7601683,135.4966822,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ＤＯ―ＵＰ,,DO-UP Dance Studio,大阪府大阪市　淀川区十三元今里 １丁目５‐１６ Ａ－ＴＯＯビル　１階,,34.7185536,135.4768175,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,あおい整骨院,,Aoi Osteopathic Clinic,大阪府枚方市東香里 ３丁目１０‐１２,,34.7841633,135.6477947,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,リュミエール大阪ＫＡＲＡＴＯ,,Lumiere Osaka KARATO French Restaurant,大阪府大阪市北区大深町 ４‐２０ グランフロント大阪南館　８階,,34.7039578,135.4948522,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ふぐ政松原店,,Fugumasa Restaurant Matsubara Branch,大阪府松原市岡 ６丁目４‐１６,,34.5600342,135.5543086,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ハラールレストランＳｉｔａｒａ,,Halal Restaurant Sitara,大阪府大阪市西淀川区大和田 ４丁目１２‐３１,,34.7086403,135.4460569,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,らくらく鍼灸整骨院,,Rakuraku Acupuncture/Moxibustion/Osteopathic Clinic,大阪府大阪市平野区平野本町 １丁目８‐３２ ビス平野　１階,,34.6238347,135.5512433,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ブリヂストンタイヤ新茨木エイギョウショ,,Bridgestone Tire Shinibaraki Field Office,大阪府茨木市　島　４丁目 ２４－１３ ブリヂストンタイヤ新茨木営業所,,34.7875383,135.5701889,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,麺道・ともよし,,Mendo Tomoyoshi Ramen Restaurant,大阪府大阪市淀川区東三国 ４丁目１９‐４０,,34.7402342,135.4951128,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,ｇｌａｄ,,Bar glad,大阪府大阪市西成区玉出中 １丁目５‐８ メゾンダーバン１階,,34.6280261,135.4920436,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,有限会社オートサービス土井,,Auto Service Doi Co.CANMA Ltd.,大阪府摂津市西一津屋 ３‐６,,34.7637217,135.5590814,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,バール・バッカス（ＢＡＲＢＡＣＣＨＵＳ）,,Bar Bacchus,大阪府吹田市江の木町 ３‐１１ 第３ロンヂェビル３階,,34.7573933,135.4946433,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
270008,,大阪府,,天理教　湖神分教会,,Tenrikyo Koshinbun Church,大阪府大阪市旭区大宮 ４丁目１５‐３０,,34.7288175,135.5487714,公益財団法人 大阪観光局（Osaka Free Wi-Fi整備計画推進委員会事務局）,,,Osaka_Free_Wi-Fi_Lite,,https://www.osaka-er.jp/,
