WT,600 nM,300 nM,150 nM,75 nM
701.2,0.16266715,0.13384283,0.09827541,0.07464631
701.4,0.16335378,0.13368559,0.09776914,0.0743777
701.6,0.16408493,0.13344302,0.09723584,0.07414192
701.8,0.16476143,0.13298832,0.09665146,0.07404716
702.0,0.16521562,0.13231936,0.09619663,0.07404134
702.2,0.16532961,0.1315,0.0959087,0.07410389
702.4,0.16512614,0.13065547,0.09572062,0.07424885
702.6,0.16467339,0.12981076,0.09565709,0.07431191
702.8,0.16395797,0.12905911,0.09586004,0.07431797
703.0,0.16316714,0.12854638,0.09617006,0.07425816
703.2,0.16240102,0.12834824,0.0964826,0.07418456
703.4,0.16177792,0.12846602,0.09679102,0.07415306
703.6,0.1613611,0.12877688,0.0972023,0.07426427
703.8,0.16119142,0.12921243,0.09755252,0.07449335
704.0,0.16123286,0.1296091,0.09787203,0.07493102
704.2,0.16145547,0.13000349,0.09818079,0.07545828
704.4,0.16185847,0.13041702,0.09853187,0.07594378
704.6,0.16229541,0.13078528,0.09869848,0.07627669
704.8,0.16272599,0.1310078,0.0986812,0.07637249
705.0,0.16306981,0.13112684,0.09854864,0.07619934
705.2,0.16338637,0.13116977,0.09830136,0.07591528
705.4,0.16353463,0.13111234,0.09794731,0.07553393
705.6,0.16354723,0.13111567,0.09762879,0.07508521
705.8,0.16343461,0.1311628,0.09730635,0.07457316
706.0,0.16321161,0.13121728,0.09691015,0.07396531
706.2,0.16288816,0.13114964,0.09646806,0.07323782
706.4,0.16255087,0.13102131,0.09605496,0.07244915
706.6,0.16237844,0.1308258,0.09558873,0.07168424
706.8,0.16242966,0.13070064,0.09521803,0.07101557
707.0,0.16267296,0.13070582,0.09503088,0.07056046
707.2,0.16307958,0.1307668,0.09502121,0.0704305
707.4,0.16362036,0.13075848,0.09498968,0.0706701
707.6,0.16411491,0.13066435,0.09501369,0.07125769
707.8,0.16446375,0.1305257,0.09496892,0.07212692
708.0,0.16475083,0.13031226,0.09489587,0.07309325
708.2,0.16497787,0.13003897,0.09480235,0.07396204
708.4,0.1652517,0.12978229,0.09479089,0.07463387
708.6,0.1656415,0.12966113,0.09496365,0.07504898
708.8,0.16616469,0.12973114,0.09533421,0.07520792
709.0,0.1667352,0.12987159,0.09580065,0.07510799
709.2,0.16746615,0.13005878,0.09628812,0.07481603
709.4,0.16815136,0.1302043,0.09674509,0.07442414
709.6,0.16868899,0.13028736,0.09701613,0.07397846
709.8,0.16900685,0.13017315,0.09713106,0.07346801
710.0,0.16911659,0.13001884,0.09717513,0.07293778
710.2,0.16890853,0.12986724,0.09718645,0.07247035
710.4,0.16839823,0.12980335,0.09719618,0.07213323
710.6,0.16759376,0.12964667,0.09720796,0.07195559
710.8,0.16669236,0.12947478,0.0972449,0.07193834
711.0,0.16582278,0.12919583,0.09726607,0.0721114
711.2,0.16500904,0.1289552,0.09725342,0.07245338
711.4,0.16435501,0.12872217,0.09723174,0.07289165
711.6,0.16399867,0.1285752,0.09731919,0.07332533
711.8,0.1639547,0.12844249,0.09749033,0.07373983
712.0,0.16413408,0.12841802,0.09766057,0.07410569
712.2,0.16441806,0.12847451,0.09791554,0.0743308
712.4,0.16465632,0.12860794,0.09822167,0.07435259
712.6,0.16481727,0.12877211,0.09850631,0.07422276
712.8,0.16493256,0.12896476,0.09878816,0.07396698
713.0,0.16496942,0.12923642,0.09906734,0.0736812
713.2,0.1649716,0.12955042,0.09923025,0.07341558
713.4,0.16497922,0.12982853,0.09925793,0.07321239
713.6,0.16500916,0.13011224,0.09915806,0.07316053
713.8,0.16494071,0.1303706,0.09895449,0.07334751
714.0,0.16484886,0.13062499,0.09869439,0.07370377
714.2,0.1647546,0.13079809,0.09842611,0.07410167
714.4,0.16476913,0.13099272,0.09821591,0.07447442
714.6,0.1648602,0.13113669,0.0980085,0.07479566
714.8,0.16497388,0.1313092,0.09772855,0.07499688
715.0,0.1651037,0.13137917,0.09741607,0.07510815
715.2,0.16521065,0.13131401,0.09705641,0.07513927
715.4,0.16521249,0.13106059,0.09660123,0.07513628
715.6,0.16505779,0.13071072,0.09602297,0.07512252
715.8,0.16477245,0.13036425,0.09539601,0.07504144
716.0,0.16444312,0.13007197,0.09479014,0.07480838
716.2,0.16410893,0.12990082,0.09427376,0.07447139
716.4,0.16389065,0.12982373,0.0938559,0.07413552
716.6,0.16371459,0.12988444,0.09356081,0.07382651
716.8,0.16356274,0.12999667,0.09347496,0.07362286
717.0,0.16336869,0.13016315,0.09353121,0.07357355
717.2,0.16320996,0.13033479,0.09377095,0.07373595
717.4,0.16304716,0.13055482,0.09425563,0.07405679
717.6,0.16301831,0.13078948,0.09501427,0.07441829
717.8,0.16318367,0.13094275,0.09585145,0.07473065
718.0,0.1634292,0.13098282,0.09674571,0.07494502
718.2,0.16361272,0.13090374,0.09756053,0.07502287
718.4,0.16367212,0.13071854,0.09826706,0.0748628
718.6,0.16362186,0.13045578,0.09881894,0.07452902
718.8,0.16358026,0.13009222,0.0991984,0.07399278
719.0,0.16372278,0.1296094,0.09932443,0.07331479
719.2,0.16408529,0.12914364,0.09917794,0.07258313
719.4,0.16465096,0.12879623,0.09877723,0.07186251
719.6,0.16533646,0.1285866,0.09826742,0.071126
719.8,0.16594696,0.12860638,0.0977427,0.07051265
720.0,0.16640664,0.12883631,0.09727475,0.07015429
720.2,0.16654636,0.12918599,0.09692586,0.06994888
720.4,0.16645274,0.12959247,0.09666868,0.06993198
720.6,0.16620777,0.129981,0.09636278,0.07010681
720.8,0.16595565,0.13027618,0.09610182,0.07041942
721.0,0.16572466,0.13053851,0.09594112,0.07077222
721.2,0.16573204,0.130766,0.09592625,0.07117612
721.4,0.1658767,0.13088413,0.09600968,0.07158302
721.6,0.16590904,0.1309301,0.09624208,0.07199788
721.8,0.16577353,0.13093114,0.09656076,0.07239016
722.0,0.16560715,0.13091711,0.09692183,0.07268679
722.2,0.16543276,0.13090392,0.09721708,0.07295796
722.4,0.16527091,0.13083826,0.09742237,0.07324608
722.6,0.16524857,0.13070994,0.09757343,0.0735506
722.8,0.16527172,0.13065462,0.09763202,0.07392724
723.0,0.16521385,0.13057979,0.0976073,0.07432398
723.2,0.16508914,0.13055201,0.0975662,0.07477112
723.4,0.16505301,0.1306036,0.09753604,0.07524825
723.6,0.16508533,0.13073966,0.09745752,0.07568567
723.8,0.16512608,0.130851,0.09729315,0.07594503
724.0,0.16520992,0.13099841,0.09706115,0.07606829
724.2,0.16532476,0.13109823,0.09686188,0.07590642
724.4,0.16534957,0.13120159,0.09680239,0.0754175
724.6,0.16524075,0.13130662,0.09693636,0.0747091
724.8,0.16517126,0.13138208,0.09730663,0.07394411
725.0,0.16511495,0.1314403,0.09785987,0.07327725
725.2,0.16506996,0.13150593,0.0984474,0.07274299
725.4,0.16508834,0.1315627,0.09900169,0.07237626
725.6,0.16528671,0.13155603,0.09943377,0.07221463
725.8,0.16543358,0.13153492,0.09976127,0.07229393
726.0,0.16539627,0.13152319,0.10003695,0.07255974
726.2,0.1652367,0.13155905,0.10030914,0.07295107
726.4,0.16493713,0.13161078,0.10041487,0.07340768
726.6,0.16457879,0.1315957,0.10034242,0.07379008
726.8,0.1643998,0.13157173,0.10010756,0.07413839
727.0,0.16447958,0.13150771,0.09971024,0.07427853
727.2,0.16468808,0.13144131,0.09918499,0.0742556
727.4,0.16497024,0.1314353,0.0987002,0.07410042
727.6,0.16523515,0.13155259,0.09836646,0.07387218
727.8,0.16538032,0.13165616,0.09825264,0.07345362
728.0,0.1653482,0.13169875,0.09831668,0.07302412
728.2,0.16522156,0.13161599,0.09840867,0.07267487
728.4,0.16517407,0.13138623,0.09848072,0.07248263
728.6,0.16530535,0.13111194,0.09845119,0.07245306
728.8,0.16562894,0.13085321,0.09819632,0.07260746
729.0,0.16606842,0.13060168,0.09779619,0.07283692
729.2,0.16656759,0.13037825,0.09738859,0.07306891
729.4,0.16693621,0.13030183,0.0970391,0.07322771
729.6,0.16710179,0.13028346,0.09681226,0.07331575
729.8,0.16712944,0.13034091,0.09664915,0.07318813
730.0,0.16714937,0.13046346,0.09644556,0.07290901
730.2,0.16720815,0.13059775,0.09622423,0.07252589
730.4,0.16728878,0.13061981,0.09600681,0.07215875
730.6,0.16729809,0.1305954,0.09576515,0.07170983
730.8,0.16726909,0.130549,0.09565117,0.07132687
731.0,0.16715764,0.13049162,0.09580099,0.07104278
731.2,0.1668623,0.13034086,0.09623927,0.0708754
731.4,0.16647192,0.13010973,0.09690212,0.0707271
731.6,0.1661038,0.12985415,0.09763165,0.0707261
731.8,0.16569742,0.12953141,0.09822272,0.07090909
732.0,0.16530863,0.12906411,0.09862973,0.0712425
732.2,0.16509192,0.12863477,0.09884524,0.07165838
732.4,0.16498452,0.12833058,0.09888647,0.07211545
732.6,0.16483694,0.12808436,0.09893528,0.07242555
732.8,0.16461812,0.12791151,0.09908899,0.07251327
733.0,0.16439153,0.1278951,0.09927506,0.07245431
733.2,0.16413654,0.12798113,0.09944952,0.07225605
733.4,0.16396728,0.12817027,0.09946087,0.07192836
733.6,0.1639769,0.12840866,0.09931307,0.07168633
733.8,0.16415876,0.12855384,0.09899054,0.07158237
734.0,0.16438265,0.12870914,0.09850594,0.07160343
734.2,0.16461354,0.12893728,0.09786844,0.07171764
734.4,0.16487474,0.12912001,0.09731827,0.07203985
734.6,0.16503822,0.1291454,0.09689799,0.07251009
734.8,0.16509901,0.12912316,0.09663069,0.07300187
735.0,0.16517842,0.12907659,0.0964188,0.0733956
735.2,0.16524083,0.12904786,0.09620271,0.07380143
735.4,0.16519401,0.12905004,0.09584858,0.07418699
735.6,0.16517072,0.1291957,0.09536293,0.074409
735.8,0.16515715,0.1295146,0.09485224,0.0744543
736.0,0.16498322,0.12992394,0.09442069,0.07429833
736.2,0.16462095,0.1302291,0.0941803,0.07395108
736.4,0.1641557,0.13041515,0.09412669,0.07345675
736.6,0.16367978,0.13049317,0.09416122,0.07299926
736.8,0.16329878,0.13053185,0.0942186,0.0726954
737.0,0.16314732,0.13046415,0.09429931,0.07268568
737.2,0.16320999,0.13031669,0.09437797,0.07289356
737.4,0.16338623,0.13008897,0.09451086,0.07322877
737.6,0.16365368,0.12987712,0.09473565,0.07370277
737.8,0.16406701,0.12956102,0.09514672,0.07427323
738.0,0.16458909,0.12913005,0.09578062,0.07490908
738.2,0.16509644,0.12860009,0.09660021,0.07554432
738.4,0.16554509,0.12821261,0.09746026,0.07610304
738.6,0.16594718,0.12797931,0.09817723,0.07648419
738.8,0.16614435,0.12802323,0.09861661,0.07673766
739.0,0.1661558,0.12834434,0.09872034,0.07681045
739.2,0.16604287,0.12892464,0.09853863,0.0767529
739.4,0.16584869,0.12948174,0.09821048,0.07659992
739.6,0.16548102,0.12997271,0.09791957,0.07638852
739.8,0.16503963,0.13030663,0.09768516,0.07615303
740.0,0.16451531,0.13049155,0.09744578,0.07593358
740.2,0.16394347,0.13048933,0.09712116,0.07570815
740.4,0.16340201,0.13037159,0.09674326,0.07556405
740.6,0.16292219,0.13010174,0.09631129,0.07547165
740.8,0.16250552,0.12978372,0.09589496,0.07529953
741.0,0.16225638,0.12947026,0.09569736,0.07503455
741.2,0.16223117,0.12920251,0.09579479,0.07473713
741.4,0.16236606,0.12905157,0.0961468,0.07430401
741.6,0.16259489,0.12900418,0.09663156,0.07383041
741.8,0.16280192,0.12894135,0.09710027,0.07337316
742.0,0.16284287,0.12888417,0.09734389,0.07292526
742.2,0.16279969,0.12886636,0.09729893,0.07250448
742.4,0.16267443,0.12886732,0.09710059,0.07223674
742.6,0.16255154,0.12890244,0.09690585,0.07211089
742.8,0.16237023,0.1291001,0.09684664,0.07212254
743.0,0.16225684,0.12942751,0.09696312,0.07224214
743.2,0.16219997,0.12985244,0.09721855,0.07241694
743.4,0.16221562,0.13023899,0.0973722,0.07268112
743.6,0.1621903,0.13047133,0.09725322,0.07295515
743.8,0.16220381,0.13050346,0.09688387,0.07326408
744.0,0.16228276,0.13041961,0.0963332,0.07357535
744.2,0.16244169,0.13035177,0.09569679,0.07389491
744.4,0.16265005,0.1304186,0.09512041,0.07406666
744.6,0.16290627,0.13064849,0.09478949,0.07412401
744.8,0.16319623,0.13088456,0.09466039,0.07402707
745.0,0.16344224,0.13108973,0.09464851,0.07385561
745.2,0.16352241,0.13110805,0.09466708,0.07374933
745.4,0.16347259,0.13095733,0.09472398,0.07377026
745.6,0.16339776,0.1307757,0.09478668,0.07393226
745.8,0.16345344,0.13065988,0.09490725,0.07433588
746.0,0.16359518,0.13053152,0.0952821,0.07494114
746.2,0.16374907,0.13051959,0.09590169,0.07553848
746.4,0.16384683,0.13057627,0.09667781,0.07601606
746.6,0.16394448,0.13058615,0.0973954,0.07633721
746.8,0.16386976,0.13043205,0.09790365,0.07650854
747.0,0.16356227,0.13018201,0.09802938,0.07658197
747.2,0.16320836,0.12986433,0.09780621,0.07658073
747.4,0.16292766,0.12957275,0.09740811,0.07653148
747.6,0.16275335,0.12939798,0.09695837,0.07637469
747.8,0.16272312,0.12936765,0.09652124,0.07610878
748.0,0.16285537,0.12945115,0.09611112,0.07566581
748.2,0.16307789,0.12952894,0.0958541,0.07524132
748.4,0.16340362,0.12960549,0.09568219,0.0749388
748.6,0.16370901,0.12959645,0.09556471,0.07482817
748.8,0.16407712,0.12969569,0.09555373,0.07479072
749.0,0.16458617,0.12989065,0.09574582,0.07490826
749.2,0.16520818,0.13019049,0.0960123,0.07506168
749.4,0.16582112,0.13046026,0.09628514,0.07528629
749.6,0.16639678,0.13076567,0.09659486,0.07549306
749.8,0.16676803,0.1310075,0.09683396,0.07564226
750.0,0.16690096,0.13111662,0.0969737,0.07565579
750.2,0.16679077,0.13108607,0.09691537,0.07555309
750.4,0.1664925,0.13099816,0.09670413,0.07536335
750.6,0.16605758,0.13099572,0.09649902,0.07505679
750.8,0.16559912,0.13108332,0.09637032,0.0747357
751.0,0.16504751,0.13130814,0.09631191,0.07441841
751.2,0.16450172,0.13161942,0.09636115,0.07415371
751.4,0.16393395,0.13188753,0.09644383,0.07382532
751.6,0.1633408,0.13199024,0.0964657,0.07356865
751.8,0.16271962,0.13189202,0.09643134,0.07348296
752.0,0.16221296,0.13161506,0.09630581,0.07355913
752.2,0.16183724,0.13112601,0.09612314,0.07367486
752.4,0.16167464,0.13065742,0.09601835,0.07383781
752.6,0.16160014,0.13016703,0.09600318,0.07407516
752.8,0.16158783,0.12973325,0.09604351,0.07426293
753.0,0.16159403,0.12936061,0.09613844,0.07446989
753.2,0.16161703,0.12911443,0.09633351,0.07467306
753.4,0.16163849,0.1288184,0.09665063,0.07487937
753.6,0.16179824,0.12854442,0.09704082,0.07499814
753.8,0.16221063,0.12828016,0.09743481,0.07497462
754.0,0.16270393,0.1281309,0.0978146,0.07467001
754.2,0.16314133,0.12815879,0.09821958,0.07410089
754.4,0.1634345,0.12836244,0.09844934,0.07339392
754.6,0.163564,0.12873169,0.0984582,0.07259059
754.8,0.16346204,0.12921307,0.0982849,0.07182633
755.0,0.1632339,0.12964326,0.09791997,0.07119552
755.2,0.16295583,0.12994173,0.09737518,0.07082025
755.4,0.16267544,0.1301548,0.09680639,0.07065046
755.6,0.16249857,0.13019117,0.0963036,0.070724
755.8,0.16243302,0.13013818,0.09597088,0.07095715
756.0,0.16253919,0.13008156,0.0959328,0.07131137
756.2,0.16276735,0.13011786,0.09615712,0.07171673
756.4,0.16313759,0.13013524,0.09657094,0.07217159
756.6,0.163603,0.13020814,0.09708218,0.07266409
756.8,0.16421909,0.13026252,0.09763502,0.0732048
757.0,0.1649886,0.13030001,0.09814161,0.07376007
757.2,0.16579262,0.13032034,0.09846198,0.07422658
757.4,0.1665758,0.13038389,0.09855863,0.07452146
757.6,0.16712254,0.13046045,0.09842423,0.07458222
757.8,0.1674253,0.13050055,0.09810272,0.07443886
758.0,0.1674672,0.13054802,0.09757987,0.07418822
758.2,0.16735257,0.13055255,0.0969867,0.07388926
758.4,0.16699344,0.13049207,0.09632512,0.07361973
758.6,0.16652357,0.13029645,0.09573213,0.07336955
758.8,0.16594445,0.13006609,0.09525401,0.07308635
759.0,0.16529532,0.12978806,0.09485244,0.07271189
759.2,0.16475921,0.12943489,0.09457923,0.072302
759.4,0.16439406,0.12908361,0.09457133,0.0717761
759.6,0.16428002,0.12883995,0.09489426,0.07119197
759.8,0.16434641,0.12880404,0.09537715,0.07064036
760.0,0.16460351,0.12892133,0.09599293,0.07024109
760.2,0.16495415,0.12921762,0.0965607,0.07002959
760.4,0.16536998,0.12965987,0.09706902,0.07005975
760.6,0.16575167,0.13021028,0.09737841,0.07027157
760.8,0.16606047,0.13068499,0.09751792,0.07059506
761.0,0.16625758,0.13109202,0.09757421,0.07101376
761.2,0.16633763,0.13146392,0.09764123,0.07141523
761.4,0.16639411,0.13179677,0.09763549,0.07175774
761.6,0.16639749,0.132089,0.09756728,0.07205268
761.8,0.16628331,0.13225515,0.09740338,0.07229439
762.0,0.16603432,0.13227647,0.09705979,0.07237599
762.2,0.16572142,0.13209652,0.09661279,0.0723688
762.4,0.16541052,0.13184705,0.09604097,0.07231142
762.6,0.16514275,0.13146646,0.09535691,0.07220311
762.8,0.16497933,0.13110192,0.09481643,0.07211327
763.0,0.1648394,0.130785,0.09453085,0.07209358
763.2,0.16465341,0.13060485,0.09433205,0.07215836
763.4,0.16432351,0.13046018,0.09409858,0.07231805
763.6,0.16398562,0.1303289,0.0938585,0.07262592
763.8,0.16370961,0.13014933,0.09356268,0.07298082
764.0,0.16351772,0.12998744,0.09325433,0.07335007
764.2,0.16345263,0.1297927,0.09308529,0.07371701
764.4,0.16357231,0.12956755,0.093206,0.07404965
764.6,0.1637149,0.12939054,0.09362348,0.07432349
764.8,0.16380026,0.12939167,0.09411847,0.07453244
765.0,0.16385942,0.12949723,0.09457152,0.07462006
765.2,0.16388604,0.12964678,0.09498594,0.0745483
765.4,0.16386453,0.12984375,0.095303,0.07433614
765.6,0.16389223,0.13010595,0.0955143,0.07398568
765.8,0.16397636,0.13030987,0.09569022,0.07358627
766.0,0.16410757,0.13042585,0.09587921,0.07320813
766.2,0.16416776,0.13034084,0.09609861,0.0729156
766.4,0.16413958,0.1301542,0.09633624,0.07269805
766.6,0.16396913,0.1298385,0.09647272,0.07253594
766.8,0.16381473,0.12939404,0.09640214,0.07234195
767.0,0.1637198,0.1288234,0.09613406,0.07217435
767.2,0.16382172,0.12832058,0.0956677,0.07199436
767.4,0.1640941,0.12794325,0.09515851,0.07179939
767.6,0.16459316,0.12771454,0.09475471,0.07170965
767.8,0.16523416,0.12772771,0.09461453,0.07178359
768.0,0.16583074,0.1279323,0.09472246,0.07197755
768.2,0.16610995,0.12825371,0.09506025,0.07229479
768.4,0.16607283,0.12862699,0.09543031,0.0727571
768.6,0.16582443,0.12908863,0.09576922,0.07319427
768.8,0.16546917,0.12956331,0.09604539,0.07357159
769.0,0.16518203,0.13009383,0.09622889,0.07384431
769.2,0.16508569,0.1305844,0.0962403,0.07395223
769.4,0.165188,0.13083289,0.0961255,0.0738396
769.6,0.16535166,0.13068824,0.0960017,0.07360922
769.8,0.16544863,0.13016708,0.09597609,0.07338154
770.0,0.16554954,0.1294581,0.09599068,0.07317341
770.2,0.16564789,0.12869353,0.09600243,0.07304526
770.4,0.16583476,0.12799041,0.0959903,0.07300142
770.6,0.16608974,0.12749757,0.09586448,0.0730653
770.8,0.16648249,0.12731042,0.09558406,0.0731338
771.0,0.16688809,0.12732362,0.09530492,0.07322238
771.2,0.16744017,0.12742234,0.09520986,0.07337311
771.4,0.16792146,0.12761031,0.09537028,0.07352188
771.6,0.16812724,0.12771038,0.09582077,0.07367538
771.8,0.16796051,0.12761045,0.09641865,0.07387462
772.0,0.16749071,0.12740149,0.09700577,0.07407311
772.2,0.16673657,0.12729299,0.09741647,0.07410422
772.4,0.16592327,0.12717681,0.09767154,0.07397056
772.6,0.16533814,0.12716377,0.09765682,0.07363198
772.8,0.16493538,0.12719277,0.09740041,0.07304167
773.0,0.16469269,0.12718793,0.09703066,0.07226496
773.2,0.16450119,0.12698877,0.09674446,0.07156822
773.4,0.16423864,0.12679475,0.09660568,0.07117483
773.6,0.16383454,0.12671472,0.0965521,0.07108268
773.8,0.16331479,0.12683181,0.09651983,0.07122373
774.0,0.16284627,0.12712123,0.09638841,0.07154158
774.2,0.16257384,0.12766864,0.09612047,0.07193517
774.4,0.16254493,0.12832254,0.09561217,0.07232606
774.6,0.16268394,0.12886527,0.09499495,0.07265357
774.8,0.16310097,0.1292529,0.09448003,0.07301962
775.0,0.1635873,0.12946453,0.09421306,0.0733861
775.2,0.16400005,0.12945941,0.09410025,0.07380937
775.4,0.16431138,0.12929403,0.09407634,0.07415308
775.6,0.16458369,0.1290929,0.09413624,0.07437599
775.8,0.16477796,0.12888162,0.09415681,0.07434579
776.0,0.16507806,0.12864722,0.09411186,0.0741393
776.2,0.16552091,0.1284761,0.09397331,0.0737577
776.4,0.16597882,0.12826071,0.09385446,0.07325472
776.6,0.16638127,0.12808819,0.09380466,0.0727193
776.8,0.16666635,0.1279096,0.09387441,0.07236991
777.0,0.16667371,0.12778514,0.09408928,0.07225869
777.2,0.16645872,0.12764183,0.09438962,0.07224976
777.4,0.16621391,0.12762371,0.09475013,0.07228664
777.6,0.16602866,0.12766335,0.09508263,0.07235374
777.8,0.16584141,0.12782478,0.09541412,0.07243891
778.0,0.16563526,0.12806234,0.09562599,0.07249075
778.2,0.16540254,0.12837155,0.09580703,0.0725347
778.4,0.16522699,0.12860101,0.09600987,0.07265308
778.6,0.16506755,0.12871504,0.09623873,0.07283919
778.8,0.16494877,0.12872814,0.09645432,0.07300733
779.0,0.16492011,0.12869374,0.09666662,0.07314749
779.2,0.16491994,0.12861404,0.09686573,0.07334456
779.4,0.16485264,0.12862344,0.09685219,0.07360293
779.6,0.16473245,0.12871099,0.09666676,0.07403694
779.8,0.16451606,0.12877226,0.09631162,0.07463805
780.0,0.16415495,0.12872427,0.09588699,0.07528761
780.2,0.163653,0.12868449,0.09548063,0.07585098
780.4,0.16303979,0.1285814,0.09530561,0.07634674
780.6,0.1623847,0.12847093,0.09536774,0.0766102
780.8,0.16181201,0.12842491,0.09563552,0.07656799
781.0,0.16132473,0.12839581,0.09607326,0.07627475
781.2,0.16097242,0.12826087,0.09656035,0.07578699
781.4,0.16078367,0.12804575,0.09700109,0.07516834
781.6,0.16076912,0.12775711,0.09732409,0.07447575
781.8,0.16096028,0.12737554,0.09752932,0.07381753
782.0,0.16137764,0.12692486,0.09762057,0.07317949
782.2,0.16186206,0.1265331,0.0976432,0.07260862
782.4,0.16230248,0.12627153,0.09766513,0.07207201
782.6,0.16280804,0.12611396,0.09764992,0.07177597
782.8,0.16331204,0.12613331,0.09756884,0.07167198
783.0,0.16379998,0.12641308,0.09724396,0.07185593
783.2,0.1642799,0.12683352,0.09677601,0.0722754
783.4,0.1647153,0.12728368,0.09612937,0.07277173
783.6,0.16490499,0.12783339,0.09548817,0.07312009
783.8,0.16489371,0.12846646,0.09494972,0.0733651
784.0,0.16483311,0.12912681,0.09465633,0.07360198
784.2,0.16482836,0.12986927,0.0944621,0.07380585
784.4,0.16481563,0.13062299,0.09442243,0.07406384
784.6,0.16485628,0.13120198,0.09448013,0.07441577
784.8,0.16501886,0.13161682,0.09466391,0.07484839
785.0,0.16520668,0.13178743,0.09492062,0.07524103
785.2,0.16534208,0.13170522,0.09527109,0.07554338
785.4,0.16551766,0.13140472,0.0955834,0.0757182
785.6,0.16571266,0.13106369,0.09583319,0.07571349
785.8,0.16581408,0.13067441,0.09593292,0.0756095
786.0,0.16580305,0.13032064,0.09597596,0.07538024
786.2,0.16580443,0.12999525,0.0960358,0.07515909
786.4,0.16580938,0.12986799,0.09612559,0.0748453
786.6,0.16576858,0.12989027,0.09614967,0.0744444
786.8,0.16571418,0.12992857,0.09610761,0.07381981
787.0,0.16558826,0.13000208,0.0960005,0.07310428
787.2,0.16535347,0.13009436,0.09580349,0.07235546
787.4,0.16509765,0.13014443,0.09559934,0.07179313
787.6,0.16483074,0.13016394,0.09549374,0.07145547
787.8,0.16451579,0.13027759,0.09554897,0.07130985
788.0,0.16422138,0.13034323,0.09577759,0.07127581
788.2,0.16399476,0.13033575,0.09614845,0.07128567
788.4,0.163852,0.13028117,0.09659874,0.07124375
788.6,0.16392092,0.13009181,0.09703698,0.07113641
788.8,0.16423202,0.12978849,0.0973385,0.07107168
789.0,0.16468599,0.12950605,0.09737337,0.07114954
789.2,0.16511667,0.12937115,0.09719358,0.07133286
789.4,0.16544652,0.12928833,0.09689033,0.07157256
789.6,0.16564786,0.12929368,0.0965678,0.07179319
789.8,0.16571302,0.12943163,0.0963139,0.07201615
790.0,0.16572983,0.12965153,0.09614273,0.07210904
790.2,0.16580266,0.12983094,0.09601317,0.07207283
790.4,0.16593905,0.12999526,0.09588511,0.07201176
790.6,0.16603196,0.13015301,0.095751,0.07210377
790.8,0.16607124,0.13019336,0.09555484,0.07225815
791.0,0.16601221,0.1302182,0.09536577,0.07249274
791.2,0.16580444,0.13032575,0.09526141,0.07276776
791.4,0.16548062,0.13044361,0.09526761,0.07311195
791.6,0.16508908,0.13053546,0.09537589,0.07342177
791.8,0.16464132,0.13061507,0.09556594,0.07377588
792.0,0.16433059,0.13065511,0.09576681,0.07402206
792.2,0.16428151,0.13055565,0.09593019,0.07421321
792.4,0.16431176,0.13034511,0.09598887,0.07429744
792.6,0.16429209,0.13006379,0.09591183,0.07433289
792.8,0.16420941,0.12974828,0.09580717,0.0741668
793.0,0.16410038,0.12936599,0.09577046,0.07390932
793.2,0.16392986,0.12902279,0.09574987,0.07356283
793.4,0.16376842,0.12883508,0.09582992,0.07320344
793.6,0.16375784,0.12870202,0.09603473,0.07279801
793.8,0.1639639,0.1285627,0.09628628,0.07241971
794.0,0.16419918,0.12850531,0.09648614,0.07210959
794.2,0.16441229,0.12853612,0.09664702,0.07185374
794.4,0.16467384,0.12866295,0.09672149,0.07163754
794.6,0.16487904,0.12894746,0.0966816,0.07147788
794.8,0.16486105,0.12943877,0.09658592,0.07141679
795.0,0.16465431,0.12993701,0.0964854,0.07152219
795.2,0.16430371,0.13041638,0.09637659,0.07177062
795.4,0.16393246,0.13070711,0.0961302,0.0720685
795.6,0.1637513,0.13085513,0.09576071,0.07223772
795.8,0.16392027,0.13074717,0.09528959,0.072325
796.0,0.16428474,0.13037353,0.09477521,0.07230057
796.2,0.16480947,0.12976924,0.09424128,0.07229504
796.4,0.1653414,0.12911359,0.09386081,0.07228038
796.6,0.16578799,0.12849289,0.09368098,0.0724255
796.8,0.16608632,0.12803547,0.09360435,0.07269367
797.0,0.16638121,0.12780307,0.09362947,0.07308013
797.2,0.16666673,0.1277231,0.09372915,0.0733813
797.4,0.16692398,0.12768816,0.09394154,0.07359578
797.6,0.16709339,0.12768775,0.09421401,0.07370559
797.8,0.16713823,0.12778123,0.09457343,0.07369058
798.0,0.16696999,0.12795731,0.09492445,0.07357406
798.2,0.16657835,0.12818241,0.09531478,0.07342445
798.4,0.16600368,0.12857089,0.09559388,0.07328
798.6,0.1653483,0.12911554,0.09580721,0.07316984
798.8,0.16469672,0.12965913,0.09594081,0.07309839
799.0,0.16422978,0.13011646,0.09597145,0.0730078
799.2,0.16400804,0.1304646,0.09594169,0.07291394
799.4,0.16400433,0.13059409,0.09593324,0.07279052
799.6,0.16405832,0.13043904,0.09601552,0.07266638
799.8,0.16416097,0.13016906,0.09618673,0.07261513
800.0,0.16416273,0.12992348,0.09650704,0.07264375
800.2,0.16403199,0.12975167,0.09682094,0.07273571
800.4,0.16391589,0.12967545,0.09702859,0.07297855
800.6,0.16392718,0.12967176,0.09703431,0.07335067
800.8,0.16403584,0.12963509,0.09692846,0.07373933
